"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-01","2020","01","01","†","4.0","","-0.5","","1.8","","16.2","","0.0","","1.0","","0.0","","1.0","","13","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-02","2020","01","02","†","4.5","","1.0","","2.8","","15.2","","0.0","","0.0","T","1.0","","1.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-03","2020","01","03","†","4.0","","0.0","","2.0","","16.0","","0.0","","1.5","","0.0","","1.5","","7","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-04","2020","01","04","†","8.0","","1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-05","2020","01","05","†","3.0","","0.5","","1.8","","16.2","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-06","2020","01","06","†","2.0","","0.0","","1.0","","17.0","","0.0","","2.0","","14.0","","16.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-07","2020","01","07","†","3.0","","-1.0","","1.0","","17.0","","0.0","","8.0","","0.0","","8.0","","16","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-08","2020","01","08","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-09","2020","01","09","†","","M","-5.0","","","M","","M","","M","","","","","","","4","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-10","2020","01","10","†","-2.0","","","M","","M","","M","","M","0.0","","13.0","","13.0","","","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-11","2020","01","11","†","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","4.0","","4.0","","14","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-12","2020","01","12","†","1.0","","-2.0","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","9","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-13","2020","01","13","†","","M","-11.0","","","M","","M","","M","","","","","","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-14","2020","01","14","†","-10.0","","","M","","M","","M","","M","0.0","","1.0","","1.0","","","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-15","2020","01","15","†","-8.0","","-12.0","","-10.0","","28.0","","0.0","","0.0","","10.0","","10.0","","1","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-16","2020","01","16","†","-6.0","","-12.0","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-17","2020","01","17","†","-3.0","","-12.0","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-18","2020","01","18","†","","M","-7.0","","","M","","M","","M","","","","","","","0","T","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-19","2020","01","19","†","2.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-20","2020","01","20","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-21","2020","01","21","†","3.0","","1.0","","2.0","","16.0","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-22","2020","01","22","†","4.5","","1.0","","2.8","","15.2","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-23","2020","01","23","†","3.0","","1.5","","2.3","","15.7","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-24","2020","01","24","†","5.0","","1.5","","3.3","","14.7","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-25","2020","01","25","†","3.0","","2.0","","2.5","","15.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-26","2020","01","26","†","4.0","","1.0","","2.5","","15.5","","0.0","","1.3","","0.0","","1.3","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-27","2020","01","27","†","5.5","","2.0","","3.8","","14.2","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-28","2020","01","28","†","4.5","","2.0","","3.3","","14.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-29","2020","01","29","†","3.0","","1.0","","2.0","","16.0","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-30","2020","01","30","†","5.0","","0.5","","2.8","","15.2","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-01-31","2020","01","31","†","5.5","","1.0","","3.3","","14.7","","0.0","","5.1","","0.0","","5.1","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-01","2020","02","01","†","12.0","","1.5","","6.8","","11.2","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-02","2020","02","02","†","3.0","","-2.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-03","2020","02","03","†","4.0","","-6.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-04","2020","02","04","†","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","3.0","","3.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-05","2020","02","05","†","-1.0","","-7.5","","-4.3","","22.3","","0.0","","0.0","","8.0","","8.0","","3","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-06","2020","02","06","†","1.0","","-4.5","","-1.8","","19.8","","0.0","","0.0","","3.0","","3.0","","10","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-07","2020","02","07","†","2.0","","-2.0","","0.0","","18.0","","0.0","","4.0","","1.0","","5.0","","11","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-08","2020","02","08","†","4.5","","1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-09","2020","02","09","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-10","2020","02","10","†","6.0","","-1.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-11","2020","02","11","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-12","2020","02","12","†","4.0","","-2.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-13","2020","02","13","†","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-14","2020","02","14","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-15","2020","02","15","†","5.0","","0.0","","2.5","","15.5","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-16","2020","02","16","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-17","2020","02","17","†","","M","-1.0","","","M","","M","","M","","","","","","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-18","2020","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-19","2020","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-20","2020","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2020-02-21","2020","02","21","","","","","","","","","","","","","","","","","","","","","","",""
