"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-01","2021","01","01","†","4.0","","-1.0","","1.5","","16.5","","0.0","","6.0","","0.0","","6.0","","8","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-02","2021","01","02","†","7.0","","1.0","","4.0","","14.0","","0.0","","4.0","","0.0","","4.0","","2","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-03","2021","01","03","†","4.5","","1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-04","2021","01","04","†","4.0","","2.0","","3.0","","15.0","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-05","2021","01","05","†","4.5","","0.0","","2.3","","15.7","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-06","2021","01","06","†","4.0","","0.0","","2.0","","16.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-07","2021","01","07","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-08","2021","01","08","†","4.5","","1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-09","2021","01","09","†","2.0","","0.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-10","2021","01","10","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-117.77","49.34","CASTLEGAR BCHPA DAM","1141457","2021-01-11","2021","01","11","†","3.0","","1.0","","2.0","","16.0","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
