"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-116.98","51.30","GOLDEN A","1173210","2022-01-01","2022","01","01","†","-18.5","","-29.5","","-24.0","","42.0","","0.0","","0.0","","5.2","","4.6","","40","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-02","2022","01","02","†","-12.5","","-21.0","","-16.8","","34.8","","0.0","","0.0","","21.8","","19.2","","44","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-03","2022","01","03","†","-8.0","","-13.0","","-10.5","","28.5","","0.0","","0.0","","3.2","","2.0","","63","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-04","2022","01","04","†","-14.0","","-16.0","","-15.0","","33.0","","0.0","","0.0","","0.0","T","0.0","","62","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-05","2022","01","05","†","-16.0","","-18.5","","-17.3","","35.3","","0.0","","0.0","","0.8","","0.4","","59","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-06","2022","01","06","†","-16.5","","-24.5","","-20.5","","38.5","","0.0","","0.0","","16.0","","14.6","","58","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-07","2022","01","07","†","-11.5","","-18.0","","-14.8","","32.8","","0.0","","0.0","","3.8","","2.2","","70","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-08","2022","01","08","†","-9.0","","-16.5","","-12.8","","30.8","","0.0","","0.0","","0.4","","0.2","","74","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-09","2022","01","09","†","-7.0","","-12.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","70","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-10","2022","01","10","†","-2.5","","-14.5","","-8.5","","26.5","","0.0","","0.0","","4.0","","3.0","","64","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-11","2022","01","11","†","-1.5","","-7.0","","-4.3","","22.3","","0.0","","0.0","T","1.4","","1.0","","66","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-12","2022","01","12","†","0.5","","-3.0","","-1.3","","19.3","","0.0","","5.2","","0.6","","5.4","","67","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-13","2022","01","13","†","2.0","","0.0","","1.0","","17.0","","0.0","","1.0","","0.0","","1.0","","60","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-14","2022","01","14","†","2.5","","0.0","","1.3","","16.7","","0.0","","0.0","T","0.0","","0.0","T","55","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-15","2022","01","15","†","4.0","","-1.5","","1.3","","16.7","","0.0","","0.0","T","0.0","","0.0","T","55","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-16","2022","01","16","†","2.0","","-3.0","","-0.5","","18.5","","0.0","","0.0","T","0.0","T","0.0","T","55","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-17","2022","01","17","†","2.5","","-1.5","","0.5","","17.5","","0.0","","0.2","","0.0","T","0.2","","54","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-18","2022","01","18","†","-2.0","","-4.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","51","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-19","2022","01","19","†","-5.5","","-11.0","","-8.3","","26.3","","0.0","","0.0","","0.8","","0.4","","50","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-20","2022","01","20","†","-6.0","","-12.0","","-9.0","","27.0","","0.0","","0.0","","5.4","","5.6","","50","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2022-01-21","2022","01","21","†","-5.0","","-11.5","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","55","","","","",""
