"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-116.98","51.30","GOLDEN A","1173210","2021-01-01","2021","01","01","†","2.0","","-8.0","","-3.0","","21.0","","0.0","","0.4","","1.4","","1.4","","36","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-02","2021","01","02","†","4.0","","-2.5","","0.8","","17.2","","0.0","","2.3","","0.0","","2.3","","31","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-03","2021","01","03","†","2.0","","-1.0","","0.5","","17.5","","0.0","","1.1","","0.0","","1.1","","24","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-04","2021","01","04","†","0.5","","-4.0","","-1.8","","19.8","","0.0","","0.0","","8.0","","5.2","","24","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-05","2021","01","05","†","1.5","","-5.5","","-2.0","","20.0","","0.0","","0.0","T","0.0","T","0.0","T","30","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-06","2021","01","06","†","2.5","","-3.0","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","","27","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-07","2021","01","07","†","1.0","","-3.5","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","","25","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-08","2021","01","08","†","-1.0","","-2.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-09","2021","01","09","†","-1.5","","-5.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-10","2021","01","10","†","-2.0","","-6.5","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","","25","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-11","2021","01","11","†","1.5","","-7.5","","-3.0","","21.0","","0.0","","0.0","","0.4","","0.0","","25","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-12","2021","01","12","†","3.0","","-6.5","","-1.8","","19.8","","0.0","","7.2","","1.2","","8.0","","24","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-13","2021","01","13","†","3.5","","0.5","","2.0","","16.0","","0.0","","0.4","","0.0","","0.4","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-14","2021","01","14","†","-4.0","","-11.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-15","2021","01","15","†","-1.0","","-6.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-16","2021","01","16","†","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","1.8","","0.8","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-17","2021","01","17","†","-1.0","","-6.5","","-3.8","","21.8","","0.0","","0.0","","0.4","","0.0","","23","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-18","2021","01","18","†","0.0","","-8.0","","-4.0","","22.0","","0.0","","0.0","","0.0","T","0.0","","23","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-19","2021","01","19","†","-3.0","","-10.5","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-20","2021","01","20","†","-5.0","","-12.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-21","2021","01","21","†","-7.5","","-16.0","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"-116.98","51.30","GOLDEN A","1173210","2021-01-22","2021","01","22","†","-9.5","","-20.0","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
