"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-01","2016","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-02","2016","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-03","2016","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-04","2016","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-05","2016","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-06","2016","01","06","†","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","6.8","","6.8","","24","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-07","2016","01","07","†","-1.5","","-3.5","","-2.5","","20.5","","0.0","","0.0","","7.0","","7.0","","31","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-08","2016","01","08","†","-2.0","","-5.5","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","32","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-09","2016","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-10","2016","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-11","2016","01","11","†","-3.0","","-8.5","","-5.8","","23.8","","0.0","","0.0","","0.2","","0.2","","31","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-12","2016","01","12","†","-2.0","","-10.5","","-6.3","","24.3","","0.0","","0.0","","1.2","","1.2","","31","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-13","2016","01","13","†","0.5","","-5.5","","-2.5","","20.5","","0.0","","0.0","","2.6","","2.6","","32","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-14","2016","01","14","†","4.0","","-3.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-15","2016","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-16","2016","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-17","2016","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-18","2016","01","18","†","1.5","","-7.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-19","2016","01","19","†","1.5","","-3.0","","-0.8","","18.8","","0.0","","0.0","","8.0","","8.0","","33","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-20","2016","01","20","†","2.0","","-1.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-21","2016","01","21","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.8","","0.8","","35","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-22","2016","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-23","2016","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-24","2016","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-25","2016","01","25","†","4.5","","-8.0","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-115.96","49.63","KIMBERLEY PCC","1154203","2016-01-26","2016","01","26","†","2.0","","-10.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
