FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
N70398,,2004,Lightning,2004-N70398,16.7,,,,20040710,Unkwn,JA70003000,,1978044,167190.8399,3366.8282,,
C50308,,2006,Lightning,2006-C50308,191.1,LANDSAT5,20060831,2.0071E+13,20060723,digitized,JA70003000,,1978159,1911870.918,7244.9794,,
C50320,,2006,Lightning,2006-C50320,0.1,OZI Explorer,,20081112,20060725,GPS-TRACK,JA70003000,,1978160,1037.9361,117.4707,,
C50460,,2006,Person,2006-C50460,1.4,OZI Explorer,,20081112,20060906,GPS-TRACK,JA70003000,,1978161,14135.6073,512.0153,,
G10111,,2006,Person,2006-G10111,74.3,,,,20060508,Unkwn,JA70003000,,1978162,743746.594,6223.6572,,
G10286,,2006,Person,2006-G10286,32.1,,,,20060627,Unkwn,JA70003000,,1978163,321649.0794,3090.878,,
G10388,,2006,Lightning,2006-G10388,170.3,LANDSAT5,20060916,2.0071E+13,20060703,digitized,JA70003000,,1978164,1703488.692,7931.9851,,
G10389,,2006,Lightning,2006-G10389,1245.8,LANDSAT5,20060721,2.0071E+13,20060703,digitized,JA70003000,,1978165,12458677.63,40353.2707,,
G80761,,2006,Person,2006-G80761,45.1,OZI Explorer,,2.00705E+13,20060912,GPS-TRACK,JA70003000,,1978297,451298.505,2917.167,,
G90236,,2006,Lightning,2006-G90236,708.4,LANDSAT5,20060820,2.0071E+13,20060613,digitized,JA70003000,,1978298,7084415.938,27238.7227,,
G90419,,2006,Lightning,2006-G90419,10722,OZI Explorer,,2.00705E+13,20060707,GPS-TRACK,JA70003000,,1978299,107220444.7,54181.6633,,
K20018,,2006,Person,2006-K20018,0.5,,,,20060414,Unkwn,JA70003000,,1978300,5965.9325,355.3902,,
K20187,,2006,Person,2006-K20187,176.8,LANDSAT5,20060826,2.0071E+13,20060627,digitized,JA70003000,,1978301,1768215.127,8704.5283,,
K20280,,2006,Person,2006-K20280,280.8,LANDSAT5,20060817,2.0071E+13,20060703,Area 1 of 2,JA70003000,,1978302,2808127.232,17750.6093,,
K20280,,2006,Person,2006-K20280,36.5,LANDSAT5,20060817,2.0071E+13,20060703,Area 2 of 2,JA70003000,,1978303,365922.7026,3404.8375,,
N40571,,2003,Lightning,2003-N40571,722,LANDSAT5,,2.00705E+13,20030809,digitized,JA70003000,,1977957,7220959.975,18106.6697,,
N40640,,2003,Lightning,2003-N40640,522.6,LANDSAT5,,2.00705E+13,20030811,digitized,JA70003000,,1977958,5226074.234,16811.5476,,
N40670,,2003,Lightning,2003-N40670,222,LANDSAT5,,2.00705E+13,20030812,Quite uncertain,JA70003000,,1977959,2220360.535,12635.6688,,
N40671,,2003,Lightning,2003-N40671,188.3,LANDSAT5,,2.00705E+13,20030812,digitized,JA70003000,,1977960,1883112.785,8799.8462,,
N40686,,2003,Lightning,2003-N40686,103.4,LANDSAT5,,2.00705E+13,20030818,Partially obscured by shadow,JA70003000,,1977961,1034426.888,6242.0726,,
N40719,,2003,Lightning,2003-N40719,415.4,LANDSAT5,,2.00705E+13,20030818,Patially obscured by shadow and snow,JA70003000,,1977962,4154245.835,12830.5948,,
N40741,,2003,Lightning,2003-N40741,471,LANDSAT5,,2.00705E+13,20030819,Partially obscured by snow,JA70003000,,1977963,4710299.813,15763.2795,,
N40747,,2003,Lightning,2003-N40747,286.6,LANDSAT5,,2.00705E+13,20030820,Area 1 of 2,JA70003000,,1977964,2866951.064,13057.6974,,
N70493,,2004,Lightning,2004-N70493,626.7,LANDSAT5,,2.00705E+13,20040619,Area 1 of 2,JA70003000,,1978045,6267960.626,23199.5895,,
N70493,,2004,Lightning,2004-N70493,518.6,Landsat5,,2.00705E+13,20040619,Block 2 of 2,JA70003000,,1978046,5186126.028,16391.2581,,
R10006,,2004,Person,2004-R10006,3.8,Wildfire Management Branch,,20110520,20040411,Unknown,JA70003000,,1978047,38708.5432,1073.286,,
R10020,,2004,Person,2004-R10020,19.8,Wildfire Management Branch,,20110520,20040421,Unknown,JA70003000,,1978048,198854.3984,1941.2618,,
R10065,,2004,Lightning,2004-R10065,1105.2,LANDSAT5,,2.00705E+13,20040620,digitized,JA70003000,,1978049,11052257.18,24946.0443,,
R10115,,2004,Lightning,2004-R10115,71.7,LANDSAT5,,2.00705E+13,20040621,digitized,JA70003000,,1978050,717494.7691,4686.7845,,
R10243,,2004,Lightning,2004-R10243,361.3,LANDSAT5,,2.00705E+13,20040814,digitized,JA70003000,,1978051,3613873.26,12143.2763,,
G10436,,2006,Lightning,2006-G10436,684.4,,,,20060607,Unkwn,JA70003000,,1978166,6844204.903,10470.4388,,
G10451,,2006,Lightning,2006-G10451,58,OZI Explorer,,2.00705E+13,20060720,GPS-TRACK,JA70003000,,1978167,580099.4015,4307.9639,,
G10457,,2006,Lightning,2006-G10457,621,OZI Explorer,,2.00705E+13,20060717,GPS-TRACK,JA70003000,,1978168,6210775,11923.1854,,
G10469,,2006,Lightning,2006-G10469,383.8,LANDSAT5,20060723,2.0071E+13,20060703,digitized,JA70003000,,1978169,3838088.677,16874.6599,,
G10479,,2006,Lightning,2006-G10479,67.9,OZI Explorer,,20081112,20060703,GPS-TRACK,JA70003000,,1978170,679191.6043,3617.5774,,
G40162,,2006,Lightning,2006-G40162,97.3,LANDSAT5,20060721,2.0071E+13,20060516,digitized,JA70003000,,1978171,973889.6795,8567.6043,,
G40168,,2006,Person,2006-G40168,622.3,LANDSAT5,20060721,2.0071E+13,20060516,Area 1 of 2.Hard to see due to  MPB infestation.,JA70003000,,1978172,6223122.647,40449.6096,,
G40168,,2006,Person,2006-G40168,7.6,LANDSAT5,20060721,2.0071E+13,20060516,Area 2 of 2,JA70003000,,1978173,76923.2091,1400.6382,,
G40169,,2006,Lightning,2006-G40169,416.1,LANDSAT5,20060721,2.0071E+13,20060516,Some areas uncertain due to MPB attack.,JA70003000,,1978174,4161511.545,23552.435,,
G40362,,2006,Lightning,2006-G40362,788.9,OZI Explorer,,2.00705E+13,20060705,GPS-TRACK,JA70003000,,1978175,7889202.697,12115.42,,
G40363,,2006,Lightning,2006-G40363,1427.2,LANDSAT5,20060721,2.0071E+13,20060702,digitized,JA70003000,,1978176,14272735.49,27855.863,,
G40370,,2006,Lightning,2006-G40370,398.9,OZI Explorer,,2.00705E+13,20060705,GPS-TRACK,JA70003000,,1978177,3989700.212,10153.4716,,
G40372,,2006,Lightning,2006-G40372,376.1,OZI Explorer,,2.00705E+13,20060705,GPS-TRACK,JA70003000,,1978178,3761431.472,12539.646,,
G40453,,2006,Lightning,2006-G40453,234.9,LANDSAT5,20060721,2.0071E+13,20060704,digitized,JA70003000,,1978179,2349275.441,13309.7241,,
K20495,,2006,Person,2006-K20495,2.9,OZI Explorer,,2.00705E+13,20060716,GPS-TRACK,JA70003000,,1978304,29849.2859,1101.2028,,
K20730,,2006,Person,2006-K20730,68.5,LANDSAT5,20060826,2.0071E+13,20060728,digitized,JA70003000,,1978305,685022.4852,6061.5438,,
K21065,,2006,Lightning,2006-K21065,98.4,OZI Explorer,,2.00705E+13,20060822,GPS-TRACK,JA70003000,,1978306,984895.3325,5548.576,,
K30052,,2006,Person,2006-K30052,2.1,,,,20060429,Unkwn,JA70003000,,1978307,21505.5268,770.2152,,
K30619,,2006,Lightning,2006-K30619,8.3,OZI Explorer,,2.00705E+13,20060818,GPS-TRACK,JA70003000,,1978308,83900.0461,1509.1606,,
K31170,,2006,Lightning,2006-K31170,145.8,LANDSAT5,20060911,2.0071E+13,20060828,digitized,JA70003000,,1978309,1458785.603,11413.3258,,
K40587,,2006,Lightning,2006-K40587,98.4,LANDSAT5,20060911,2.0071E+13,20060723,digitized,JA70003000,,1978310,984169.5566,7504.9154,,
K40663,,2006,Lightning,2006-K40663,2.8,OZI Explorer,,20081112,20060723,GPS-TRACK,JA70003000,,1978311,27976.51,648.9833,,
N40747,,2003,Lightning,2003-N40747,21.7,Landsat5,,2.00705E+13,20030820,Area 2 of 2,JA70003000,,1977965,217593.646,2548.2632,,
N40770,,2003,Lightning,2003-N40770,821.4,LANDSAT5,,2.00705E+13,20030823,digitized,JA70003000,,1977966,8214444.466,19116.9251,,
N40776,,2003,Lightning,2003-N40776,372.5,LANDSAT5,,2.00705E+13,20030823,Partially obscured by cloud,JA70003000,,1977967,3725831.454,21039.1049,,
N50395,,2003,Lightning,2003-N50395,1879.4,LANDSAT5,,2.00705E+13,20030806,digitized,JA70003000,,1977968,18794443.41,27016.4681,,
N50451,,2003,Lightning,2003-N50451,671.9,LANDSAT5,,2.00705E+13,20030807,Difficult to see portion in shadow.,JA70003000,,1977969,6719087.629,21085.8288,,
R20052,,2004,Lightning,2004-R20052,331.9,LANDSAT5,,2.00705E+13,20040620,large unburnt area inside,JA70003000,,1978052,3319451.862,11477.3991,,
R20139,,2004,Lightning,2004-R20139,297.9,LANDSAT5,,2.00705E+13,20040623,digitized,JA70003000,,1978053,2979618.835,8849.7849,,
R20148,,2004,Lightning,2004-R20148,19.6,Wildfire Management Branch,,20110520,20040623,Unknown,JA70003000,,1978054,196099.9859,1764.6804,,
R20150,,2004,Person,2004-R20150,92.3,Wildfire Management Branch,,20110520,20040623,Unknown,JA70003000,,1978055,923279.8258,3780.7482,,
G40474,,2006,Lightning,2006-G40474,52.9,OZI Explorer,,2.00705E+13,20060707,GPS-TRACK,JA70003000,,1978180,529188.1598,2922.275,,
G50121,,2006,Person,2006-G50121,21,,,,20060505,Unkwn,JA70003000,,1978181,210631.8854,2803.2907,,
G50392,,2006,Lightning,2006-G50392,354.7,LANDSAT5,20060707,2.0071E+13,20060703,Still burning at time of imagery,JA70003000,,1978182,3547452.224,16584.7477,,
G50393,,2006,Lightning,2006-G50393,1104.9,OZI Explorer,,2.00705E+13,20060723,GPS-TRACK,JA70003000,,1978183,11049941.91,19110.3427,,
G50447,,2006,Lightning,2006-G50447,65,LANDSAT5,20060705,2.0071E+13,20060704,Somewhat uncertain.   Cloud.,JA70003000,,1978184,650410.8154,5149.3313,,
G50450,,2006,Lightning,2006-G50450,195.4,OZI Explorer,,2.00705E+13,20060723,GPS-TRACK,JA70003000,,1978185,1954303.214,7722.6339,,
G50540,,2006,Lightning,2006-G50540,1211,LANDSAT5,20060820,2.0071E+13,20060707,digitized,JA70003000,,1978186,12110008.59,43593.9126,,
G60237,,2006,Lightning,2006-G60237,6397,LANDSAT5,20060820,2.0071E+13,20060608,digitized,JA70003000,,1978187,63970899.13,114494.4315,,
K41068,,2006,Lightning,2006-K41068,187.7,LANDSAT5,20060911,2.0071E+13,20060821,Uncertain in spots..  Partially obscured by cloud.,JA70003000,,1978312,1877161.001,7942.9777,,
K41334,,2006,Person,2006-K41334,134.3,LANDSAT5,20060911,2.0071E+13,20060908,digitized,JA70003000,,1978313,1343021.004,11887.4318,,
K51324,,2006,Person,2006-K51324,1822.6,OZI Explorer,,2.00705E+13,20060906,GPS-TRACK,JA70003000,,1978314,18126223.16,29277.795,,
K51324,,2006,Person,2006-K51324,1822.6,OZI Explorer,,2.00705E+13,20060906,GPS-TRACK,JA70003000,,1978315,90721.6473,1662.0199,,
K51324,,2006,Person,2006-K51324,1822.6,OZI Explorer,,2.00705E+13,20060906,GPS-TRACK,JA70003000,,1978316,5515.0436,383.3934,,
K61278,,2006,Lightning,2006-K61278,21.3,OZI Explorer,,2.00705E+13,20060904,GPS-TRACK,JA70003000,,1978317,213904.0383,2926.5168,,
K61278,,2006,Lightning,2006-K61278,39.6,OZI Explorer,,2.00705E+13,20060904,GPS-TRACK,JA70003000,,1978318,396591.3509,3795.7647,,
K61278,,2006,Lightning,2006-K61278,63.8,OZI Explorer,,2.00705E+13,20060904,GPS-TRACK,JA70003000,,1978319,638602.8453,4307.0762,,
K61278,,2006,Lightning,2006-K61278,19441.7,OZI Explorer,,2.00705E+13,20060904,GPS-TRACK,JA70003000,,1978320,194417818.3,179153.5452,,
K70397,,2006,Person,2006-K70397,142.2,LANDSAT5,20060723,2.0071E+13,20060707,digitized,JA70003000,,1978321,1422065.272,6335.3436,,
K70702,,2006,Person,2006-K70702,139.8,LANDSAT5,20060817,2.0071E+13,20060726,Very hard to see; uncertain,JA70003000,,1978322,1398314.168,9985.2989,,
N50512,,2003,Lightning,2003-N50512,215.2,LANDSAT5,,2.00705E+13,20030806,Lots of shadow-Partions very uncertain,JA70003000,,1977970,2152029.459,7622.984,,
N50546,,2003,Lightning,2003-N50546,155.2,LANDSAT5,,2.00705E+13,20030809,digitized,JA70003000,,1977971,1552335.948,5807.0906,,
N50617,,2003,Lightning,2003-N50617,6575,LANDSAT5,,2.00705E+13,20030810,digitized,JA70003000,,1977972,65750364.52,64585.6338,,
N50797,,2003,Lightning,2003-N50797,270.9,LANDSAT5,,2.00705E+13,20030826,digitized,JA70003000,,1977973,2709056.6,10932.9762,,
N60711,,2003,Lightning,2003-N60711,442,AWIS,20030818,20110520,20030806,Unknown,JA70003000,,1977974,4420820.638,50056.0713,,
R30046,,2004,Lightning,2004-R30046,70.5,LANDSAT5,,2.00705E+13,20040620,digitized,JA70003000,,1978056,705197.2358,7420.1821,,
R40111,,2004,Lightning,2004-R40111,57,LANDSAT5,,2.00705E+13,20040622,digitized,JA70003000,,1978057,570881.3764,6222.0249,,
R40142,,2004,Lightning,2004-R40142,18.3,Wildfire Management Branch,,20110520,20040623,Unknown,JA70003000,,1978058,183036.9504,2007.3518,,
R40163,,2004,Lightning,2004-R40163,215.4,LANDSAT5,,2.00705E+13,20040626,Area 1 of 2,JA70003000,,1978059,2154789.171,8447.7969,,
R40163,,2004,Lightning,2004-R40163,8,LANDSAT5,,2.00705E+13,20040622,Area 2 of 2,JA70003000,,1978060,80774.5333,1665.8567,,
G60410,,2006,Lightning,2006-G60410,0,OZI Explorer,,2.00705E+13,20060721,GPS-TRACK,JA70003000,,1978188,312.5579,62.7512,,
G60410,,2006,Lightning,2006-G60410,1.8,OZI Explorer,,2.00705E+13,20060721,GPS-TRACK,JA70003000,,1978189,18330.0284,516.5388,,
G60410,,2006,Lightning,2006-G60410,6.4,OZI Explorer,,2.00705E+13,20060721,GPS-TRACK,JA70003000,,1978190,64681.454,1181.0931,,
G60410,,2006,Lightning,2006-G60410,12.3,OZI Explorer,,2.00705E+13,20060721,GPS-TRACK,JA70003000,,1978191,123084.4768,2299.7114,,
G60410,,2006,Lightning,2006-G60410,2,OZI Explorer,,2.00705E+13,20060721,GPS-TRACK,JA70003000,,1978192,20403.6231,536.1212,,
G60410,,2006,Lightning,2006-G60410,194,LANDSAT5,20060820,2.0071E+13,20060703,digitized,JA70003000,,1978193,1940514.691,14366.4609,,
G60418,,2006,Lightning,2006-G60418,1165.8,LANDSAT5,20060820,2.0071E+13,20060703,Also includes fire G60416,JA70003000,,1978194,11658261.24,31030.6419,,
N10229,,2006,Lightning,2006-N10229,131.5,OZI Explorer,,2.00705E+13,20060717,GPS-TRACK,JA70003000,,1978323,1315013.894,5318.2932,,
N10326,,2006,Lightning,2006-N10326,75.1,LANDSAT5,20060828,2.0071E+13,20060724,digitized,JA70003000,,1978324,751481.5995,5429.6173,,
N10528,,2006,Person,2006-N10528,1.8,OZI Explorer,,2.00705E+13,20060806,GPS-TRACK,JA70003000,,1978325,18120.6249,550.7807,,
N10823,,2006,Person,2006-N10823,0,OZI Explorer,,2.00705E+13,20060907,GPS-TRACK,JA70003000,,1978326,783.0182,106.4736,,
N20409,,2006,Lightning,2006-N20409,69.2,OZI Explorer,,2.00705E+13,20060802,GPS-TRACK,JA70003000,,1978327,692220.164,4309.0137,,
N70357,,2003,Lightning,2003-N70357,234.4,LANDSAT5,,2.00705E+13,20030806,Much shadow-Very hard to see,JA70003000,,1977975,2344121.037,11455.7599,,
N70454,,2003,Lightning,2003-N70454,596.5,LANDSAT5,,2.00705E+13,20030807,digitized,JA70003000,,1977976,5965878.092,19862.3715,,
N70473,,2003,Lightning,2003-N70473,179.5,LANDSAT5,,2.00705E+13,20030807,digitized,JA70003000,,1977977,1795050.691,9236.5666,,
N70474,,2003,Lightning,2003-N70474,1035.2,LANDSAT5,,2.00705E+13,20030807,digitized,JA70003000,,1977978,10352113.82,25028.53,,
R50048,,2004,Lightning,2004-R50048,109.9,LANDSAT5,,2.00705E+13,20040620,Area 2 of 4,JA70003000,,1978061,1099114.094,7120.5268,,
R50048,,2004,Lightning,2004-R50048,13.2,LANDSAT5,,2.00705E+13,20040620,Area 3 of 4,JA70003000,,1978062,132603.5092,1694.6603,,
R50048,,2004,Lightning,2004-R50048,124.2,LANDSAT5,,2.00705E+13,20040620,Area 1 of 4,JA70003000,,1978063,1242756.891,9201.8718,,
R50048,,2004,Lightning,2004-R50048,19.7,LANDSAT5,,2.00705E+13,20040620,Area 4 of 4,JA70003000,,1978064,197205.9136,2411.4429,,
G60430,,2006,Lightning,2006-G60430,13.4,OZI Explorer,,2.00705E+13,20060717,GPS-TRACK,JA70003000,,1978195,134962.9163,1401.9977,,
G60430,,2006,Lightning,2006-G60430,433.8,LANDSAT5,20060820,2.0071E+13,20060703,digitized,JA70003000,,1978196,4338938.011,26532.545,,
G60439,,2006,Lightning,2006-G60439,43.7,LANDSAT5,20060822,2.0071E+13,20060703,Area 1 of 2,JA70003000,,1978197,437251.1764,3506.8291,,
G60439,,2006,Lightning,2006-G60439,137.8,LANDSAT5,20060822,2.0071E+13,20060703,Area 2 of 2,JA70003000,,1978198,1378051.853,8430.7239,,
G60490,,2006,Lightning,2006-G60490,5.2,OZI Explorer,,2.00705E+13,20060714,GPS-TRACK,JA70003000,,1978199,52419.2935,860.3708,,
G60490,,2006,Lightning,2006-G60490,2786.3,LANDSAT5,20060820,2.0071E+13,20060704,digitized,JA70003000,,1978200,27863789.74,56108.6451,,
R30184,2009080201,2009,Lightning,2009-R30184,15.3,OZIX,2.00909E+13,2.00909E+13,20090730,GPS-TRACK,JA70003000,,1979519,153918.9348,2034.143,,
R40006,2009042601,2009,Person,2009-R40006,11.4,OZIX,2.00905E+13,2.00905E+13,20090426,GPS-TRACK,JA70003000,,1979520,114939.5751,1519.385,,
R40007,2009042601,2009,Person,2009-R40007,3.7,OZIX,2.00905E+13,2.00905E+13,20090426,GPS-TRACK,JA70003000,,1979521,37670.4618,1214.8643,,
R40014,2009042801,2009,Person,2009-R40014,2.5,OZIX,2.00905E+13,2.00905E+13,20090428,GPS-TRACK,JA70003000,,1979522,25640.0977,787.6904,,
R40017,2009042901,2009,Person,2009-R40017,1.8,OZIX,2.00905E+13,2.00905E+13,20090429,GPS-TRACK,JA70003000,,1979523,18342.3795,598.5069,,
R40023,2009050301,2009,Person,2009-R40023,13.3,OZIX,2.00905E+13,2.00905E+13,20090501,GPS-TRACK,JA70003000,,1979524,133620.4555,1961.8557,,
R40031,2009050201,2009,Person,2009-R40031,3,OZIX,2.00905E+13,2.00905E+13,20090502,GPS-TRACK,JA70003000,,1979525,30387.3494,1036.5389,,
V91083,2009081101,2009,Lightning,2009-V91083,1.2,OZIX,2.00908E+13,2.00908E+13,20090729,GPS-TRACK,JA70003000,,1979622,12091.0703,411.1296,,
V91086,2009081101,2009,Lightning,2009-V91086,0.1,OZIX,2.00908E+13,2.00908E+13,20090802,GPS-TRACK,JA70003000,,1979623,1930.0666,168.9,,
V91167,2009081103,2009,Lightning,2009-V91167,454,OZIX,2.00908E+13,2.00908E+13,20090729,GPS-TRACK,JA70003000,,1979624,4540138.987,17925.007,,
V91203,2009080601,2009,Lightning,2009-V91203,2.6,OZIX,2.00908E+13,2.00908E+13,20090729,GPS-TRACK,JA70003000,,1979625,26719.7971,717.7019,,
V91213,2009081501,2009,Lightning,2009-V91213,4.1,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979626,41871.5355,1229.0176,,
V91235,2009081101,2009,Lightning,2009-V91235,1.3,OZIX,2.00908E+13,2.00908E+13,20090801,GPS-TRACK,JA70003000,,1979627,13758.9833,494.1969,,
V91244,2009081301,2009,Lightning,2009-V91244,5.9,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979628,59528.7672,1406.4753,,
V91256,2009081101,2009,Lightning,2009-V91256,1,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979629,10538.8273,445.9443,,
V91297,2009081101,2009,Lightning,2009-V91297,0.5,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979630,5352.9167,275.8521,,
V91298,2009081101,2009,Lightning,2009-V91298,1.4,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979631,14109.2065,466.2961,,
K31585,2009082901,2009,Lightning,2009-K31585,96.8,OZIX,2.00908E+13,2.00908E+13,20090820,GPS-TRACK,JA70003000,,1979349,968008.3898,6379.794,,
K31612,2009090501,2009,Lightning,2009-K31612,81.4,OZIX,2.00909E+13,2.00909E+13,20090821,GPS-TRACK,JA70003000,,1979350,814205.7682,4258.2645,,
K31659,2009090101,2009,Lightning,2009-K31659,16.2,OZIX,2.00909E+13,2.00909E+13,20090821,GPS-TRACK,JA70003000,,1979351,162459.1404,1611.719,,
K40008,2009040601,2009,Person,2009-K40008,4.9,OZIX,2.00906E+13,2.00906E+13,20090406,GPS-TRACK,JA70003000,,1979352,49549.5351,1081.1357,,
K40090,2009102001,2009,Person,2009-K40090,1.9,OZIX,2.0091E+13,2.0091E+13,20090430,GPS-TRACK,JA70003000,,1979353,19510.4252,571.4629,,
K40113,2009050401,2009,Person,2009-K40113,43.6,OZIX,2.00907E+13,2.00907E+13,20090416,GPS-TRACK,JA70003000,,1979354,436800.7777,3107.1392,,
K40323,2009061101,2009,Person,2009-K40323,2.7,OZIX,2.00906E+13,2.00906E+13,20090611,GPS-TRACK,JA70003000,,1979355,27604.4663,746.071,,
N40454,2009080301,2009,Lightning,2009-N40454,52.1,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979450,521308.582,2645.4493,,
N40457,2009080501,2009,Lightning,2009-N40457,15.9,OZIX,2.00908E+13,2.00908E+13,20090727,GPS-TRACK,JA70003000,,1979451,159896.4579,1947.5779,,
N40458,2009080501,2009,Lightning,2009-N40458,1.5,OZIX,2.00908E+13,2.00908E+13,20090726,GPS-TRACK,JA70003000,,1979452,15285.42,510.0715,,
N40473,2009080502,2009,Lightning,2009-N40473,5.3,OZIX,2.00908E+13,2.00908E+13,20090727,GPS-TRACK,JA70003000,,1979453,53090.9593,996.0727,,
N40503,2009090101,2009,Lightning,2009-N40503,285.1,OZIX,2.00909E+13,2.00909E+13,20090727,GPS-TRACK,JA70003000,,1979454,2851518.694,7944.1305,,
N40512,2009080601,2009,Lightning,2009-N40512,9.9,OZIX,2.00908E+13,2.00908E+13,20090727,GPS-TRACK,JA70003000,,1979455,99254.2536,1190.2644,,
N40516,2009080101,2009,Lightning,2009-N40516,1,OZIX,2.00911E+13,2.00911E+13,20090727,GPS-TRACK,JA70003000,,1979456,10939.1553,596.566,,
N40520,2009080501,2009,Lightning,2009-N40520,1.2,OZIX,2.00908E+13,2.00908E+13,20090801,GPS-TRACK,JA70003000,,1979457,12922.911,446.7326,,
N40521,2009080401,2009,Lightning,2009-N40521,5.4,OZIX,2.00911E+13,2.00911E+13,20090801,GPS-TRACK,JA70003000,,1979458,54135.7964,997.8908,,
R40049,2009052101,2009,Person,2009-R40049,15,OZIX,2.00905E+13,2.00905E+13,20090521,GPS-TRACK,JA70003000,,1979526,150074.7626,1796.9113,,
R40129,2009080401,2009,Lightning,2009-R40129,309.2,OZIX,2.00908E+13,2.00908E+13,20090717,GPS-TRACK,JA70003000,,1979527,3092221.715,9177.0796,,
R40157,2009080301,2009,Lightning,2009-R40157,977.3,OZIX,2.00908E+13,2.00908E+13,20090730,GPS-TRACK,JA70003000,,1979528,9773803.932,16424.616,,
R40178,2009102901,2009,Lightning,2009-R40178,1.4,OZIX,2.00911E+13,2.00911E+13,20090801,GPS-TRACK,JA70003000,,1979529,14006.352,532.5992,,
V91309,2009081601,2009,Lightning,2009-V91309,6.5,OZIX,2.00908E+13,2.00908E+13,20090731,GPS-TRACK,JA70003000,,1979632,65261.7636,950.3283,,
VA0058,2009082601,2009,Person,2009-VA0058,35.8,OZIX,2.00909E+13,2.00909E+13,20090501,GPS-TRACK,JA70003000,,1979633,358549.0907,4966.5843,,
VA1116,2009081301,2009,Lightning,2009-VA1116,8.8,OZIX,2.00908E+13,2.00908E+13,20090730,GPS-TRACK,JA70003000,,1979634,88608.7152,1229.402,,
VA1231,2009082601,2009,Lightning,2009-VA1231,133.5,OZIX,2.00909E+13,2.00909E+13,20090731,GPS-TRACK,JA70003000,,1979635,1335104.15,5164.5014,,
K41171,2009091801,2009,Lightning,2009-K41171,97.3,OZIX,2.0091E+13,2.0091E+13,20090730,GPS-TRACK,JA70003000,,1979356,973080.1983,4271.7124,,
K41176,2009081701,2009,Lightning,2009-K41176,497.9,OZIX,2.00908E+13,2.00908E+13,20090730,GPS-TRACK,JA70003000,,1979357,4979272.477,13537.2138,,
K41179,2009083001,2009,Lightning,2009-K41179,5.4,OZIX,2.00909E+13,2.00909E+13,20090730,GPS-TRACK,JA70003000,,1979358,54186.8173,1125.2512,,
K41193,2009101501,2009,Lightning,2009-K41193,15.7,OZIX,2.0091E+13,2.0091E+13,20090731,GPS-TRACK,JA70003000,,1979359,157621.7122,1648.6753,,
K41264,2009100601,2009,Lightning,2009-K41264,40.7,OZIX,2.0091E+13,2.0091E+13,20090803,GPS-TRACK,JA70003000,,1979360,407665.7289,3054.1554,,
