"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-117.31","49.49","NELSON CS","1145M29","2012-01-01","2012","01","01","","1.4","","-3.4","","-1.0","","19.0","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-02","2012","01","02","","2.2","","-2.4","","-0.1","","18.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-03","2012","01","03","","2.7","","-1.1","","0.8","","17.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-04","2012","01","04","","3.0","","0.8","","1.9","","16.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-05","2012","01","05","","6.8","","1.0","","3.9","","14.1","","0.0","","","M","","M","","M","","","27","","37",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-06","2012","01","06","","3.1","","-1.3","","0.9","","17.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-07","2012","01","07","","1.3","","-0.8","","0.3","","17.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-08","2012","01","08","","2.7","","-0.5","","1.1","","16.9","","0.0","","","M","","M","","M","","","29","","32",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-09","2012","01","09","","5.4","","1.4","","3.4","","14.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-10","2012","01","10","","2.6","","-5.6","","-1.5","","19.5","","0.0","","","M","","M","","M","","","27","","50",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-11","2012","01","11","","-1.5","","-9.2","","-5.4","","23.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-12","2012","01","12","","-3.5","","-9.6","","-6.6","","24.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-13","2012","01","13","","-0.7","","-7.3","","-4.0","","22.0","","0.0","","","M","","M","","M","","","21","","32",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-14","2012","01","14","","0.0","","-3.7","","-1.9","","19.9","","0.0","","","M","","M","","M","","","31","","37",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-15","2012","01","15","","-0.9","","-6.2","","-3.6","","21.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-16","2012","01","16","","-3.9","","-7.2","","-5.6","","23.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-17","2012","01","17","","-1.2","","-7.6","","-4.4","","22.4","","0.0","","","M","","M","","M","","","27","","41",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-18","2012","01","18","","-7.1","","-10.3","","-8.7","","26.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-19","2012","01","19","","-6.3","","-10.2","","-8.3","","26.3","","0.0","","","M","","M","","M","","","28","","32",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-20","2012","01","20","","-3.9","","-9.9","","-6.9","","24.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-21","2012","01","21","","1.7","","-3.9","","-1.1","","19.1","","0.0","","","M","","M","","M","","","23","","37",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-22","2012","01","22","","1.5","","-5.0","","-1.8","","19.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-23","2012","01","23","","3.9","","-2.7","","0.6","","17.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-24","2012","01","24","","-0.1","","-2.6","","-1.4","","19.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-25","2012","01","25","","8.0","","-1.3","","3.4","","14.6","","0.0","","","M","","M","","M","","","25","","32",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-26","2012","01","26","","5.1","","-1.7","","1.7","","16.3","","0.0","","","M","","M","","M","","","27","","41",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-27","2012","01","27","","1.7","","-4.9","","-1.6","","19.6","","0.0","","","M","","M","","M","","","27","","32",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-28","2012","01","28","","-1.9","","-5.4","","-3.7","","21.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-29","2012","01","29","","1.4","","-1.9","","-0.3","","18.3","","0.0","","","M","","M","","M","","","26","","33",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-30","2012","01","30","","4.5","","0.7","","2.6","","15.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-01-31","2012","01","31","","5.1","","0.6","","2.9","","15.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-01","2012","02","01","","2.9","","0.7","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-02","2012","02","02","","3.6","","-1.2","","1.2","","16.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-03","2012","02","03","","6.4","","-2.7","","1.9","","16.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-04","2012","02","04","","5.5","","-4.4","","0.6","","17.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-05","2012","02","05","","4.5","","-5.3","","-0.4","","18.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-06","2012","02","06","","3.0","","-5.6","","-1.3","","19.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.31","49.49","NELSON CS","1145M29","2012-02-07","2012","02","07","","4.7","","-4.0","","0.4","","17.6","","0.0","","","M","","M","","M","","","5","","32",""
