"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-01","2010","01","01","","0.4","","-3.2","","-1.4","","19.4","","0.0","","","M","","M","27.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-02","2010","01","02","","1.1","","-0.9","","0.1","","17.9","","0.0","","","M","","M","","M","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-03","2010","01","03","","2.6","","0.2","","1.4","","16.6","","0.0","","","M","","M","2.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-04","2010","01","04","","2.5","","-0.1","","1.2","","16.8","","0.0","","","M","","M","1.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-05","2010","01","05","","2.6","","-5.0","","-1.2","","19.2","","0.0","","","M","","M","0.0","","","","33","","48",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-06","2010","01","06","","-2.6","","-12.5","","-7.6","","25.6","","0.0","","","M","","M","0.0","","","","32","","46",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-07","2010","01","07","","-6.6","","-15.0","","-10.8","","28.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-08","2010","01","08","","-4.4","","-12.2","","-8.3","","26.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-09","2010","01","09","","-1.3","","-5.6","","-3.5","","21.5","","0.0","","","M","","M","7.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-10","2010","01","10","","0.5","","-2.8","","-1.2","","19.2","","0.0","","","M","","M","0.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-11","2010","01","11","","2.6","","-0.5","","1.1","","16.9","","0.0","","","M","","M","31.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-12","2010","01","12","","2.5","E","0.2","E","1.4","E","16.6","E","0.0","E","","M","","M","17.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-13","2010","01","13","","2.5","","-0.2","","1.2","","16.8","","0.0","","","M","","M","3.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-14","2010","01","14","","3.8","","0.6","","2.2","","15.8","","0.0","","","M","","M","7.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-15","2010","01","15","","4.3","","1.3","","2.8","","15.2","","0.0","","","M","","M","10.0","","","","18","","52",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-16","2010","01","16","","2.3","","-1.3","","0.5","","17.5","","0.0","","","M","","M","0.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-17","2010","01","17","","0.1","","-2.3","","-1.1","","19.1","","0.0","","","M","","M","2.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-18","2010","01","18","","1.4","","-0.9","","0.3","","17.7","","0.0","","","M","","M","4.5","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-19","2010","01","19","","1.6","","-3.7","","-1.1","","19.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-20","2010","01","20","","1.3","","-4.3","","-1.5","","19.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-21","2010","01","21","","1.4","","-4.1","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-22","2010","01","22","","3.7","","-6.1","","-1.2","","19.2","","0.0","","","M","","M","0.0","","","","33","","37",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-23","2010","01","23","","0.9","","-9.2","","-4.2","","22.2","","0.0","","","M","","M","0.0","","","","31","","35",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-24","2010","01","24","","-0.4","","-10.5","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-25","2010","01","25","","-1.7","","-5.2","","-3.5","","21.5","","0.0","","","M","","M","1.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-26","2010","01","26","","1.9","","-9.6","","-3.9","","21.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.96","REVELSTOKE A","1176749","2010-01-27","2010","01","27","","-0.8","","-10.7","","-5.8","","23.8","","0.0","","","M","","M","0.0","","","","","","<31",""
