"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-01","2018","01","01","","-9.9","","-20.6","","-15.3","","33.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-02","2018","01","02","","-9.1","","-18.5","","-13.8","","31.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-03","2018","01","03","","-5.3","","-12.9","","-9.1","","27.1","","0.0","","","M","","M","1.2","","","","","","<31",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-04","2018","01","04","","-4.4","","-12.2","","-8.3","","26.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-05","2018","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-06","2018","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-07","2018","01","07","","2.4","","-0.9","","0.8","","17.2","","0.0","","","M","","M","3.4","","","","17","","33",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-08","2018","01","08","","2.6","","0.0","","1.3","","16.7","","0.0","","","M","","M","12.3","","","","12","","33",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-09","2018","01","09","","0.5","","-0.2","","0.2","","17.8","","0.0","","","M","","M","11.3","","","","","","<31",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-10","2018","01","10","","0.9","","-4.5","","-1.8","","19.8","","0.0","","","M","","M","0.0","","","","31","","33",""
"-118.18","50.97","REVELSTOKE A","1176745","2018-01-11","2018","01","11","","-3.9","","-9.6","","-6.8","","24.8","","0.0","","","M","","M","0.0","","","","31","","37",""
