"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-117.82","50.27","NAKUSP CS","1145297","2009-01-01","2009","01","01","","-0.9","","-5.5","","-3.2","","21.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-02","2009","01","02","","-1.8","","-11.6","","-6.7","","24.7","","0.0","","","M","","M","","M","","","34","","35",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-03","2009","01","03","","-8.3","","-14.1","","-11.2","","29.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-04","2009","01","04","","-4.0","","-8.8","","-6.4","","24.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-05","2009","01","05","","-1.5","","-4.0","","-2.8","","20.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-06","2009","01","06","","0.6","","-2.2","","-0.8","","18.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-07","2009","01","07","","3.6","","0.6","","2.1","","15.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-08","2009","01","08","","5.1","","2.3","","3.7","","14.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-09","2009","01","09","","4.2","","-3.2","","0.5","","17.5","","0.0","","","M","","M","","M","","","14","","32",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-10","2009","01","10","","2.4","","0.1","","1.3","","16.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-11","2009","01","11","","4.7","","-1.1","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-12","2009","01","12","","3.6","","-0.7","","1.5","","16.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-13","2009","01","13","","3.8","","-0.4","","1.7","","16.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-14","2009","01","14","","2.5","","0.4","","1.5","","16.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-15","2009","01","15","","6.0","","0.8","","3.4","","14.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-16","2009","01","16","","5.5","","1.8","","3.7","","14.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-17","2009","01","17","","3.7","","1.0","","2.4","","15.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-18","2009","01","18","","1.2","","-1.1","","0.1","","17.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-19","2009","01","19","","-0.5","","-2.5","","-1.5","","19.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-20","2009","01","20","","-1.8","","-3.6","","-2.7","","20.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-21","2009","01","21","","-2.7","","-4.5","","-3.6","","21.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-22","2009","01","22","","-2.8","","-5.4","","-4.1","","22.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-23","2009","01","23","","-2.9","","-5.2","","-4.1","","22.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-24","2009","01","24","","-4.5","","-7.1","","-5.8","","23.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-25","2009","01","25","","-3.4","","-12.0","","-7.7","","25.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-26","2009","01","26","","-5.7","","-12.4","","-9.1","","27.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-27","2009","01","27","","-5.6","","-11.4","","-8.5","","26.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-28","2009","01","28","","-1.0","","-6.3","","-3.7","","21.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-29","2009","01","29","","1.3","","-4.3","","-1.5","","19.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-30","2009","01","30","","3.2","","-6.0","","-1.4","","19.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-01-31","2009","01","31","","6.5","","-2.3","","2.1","","15.9","","0.0","","","M","","M","","M","","","30","","43",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-01","2009","02","01","","1.6","","-5.0","","-1.7","","19.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-02","2009","02","02","","2.7","","-0.5","","1.1","","16.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-03","2009","02","03","","3.9","","-0.3","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-04","2009","02","04","","2.8","","0.8","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-05","2009","02","05","","3.6","","0.8","","2.2","","15.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-06","2009","02","06","","5.3","","-1.3","","2.0","","16.0","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-07","2009","02","07","","3.7","","-3.1","","0.3","","17.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-08","2009","02","08","","3.8","","-5.1","","-0.7","","18.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-09","2009","02","09","","1.1","","-6.2","","-2.6","","20.6","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-10","2009","02","10","","2.5","","-8.8","","-3.2","","21.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-11","2009","02","11","","2.5","","-6.8","","-2.2","","20.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-12","2009","02","12","","1.6","","-5.2","","-1.8","","19.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-13","2009","02","13","","0.8","","-6.1","","-2.7","","20.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-14","2009","02","14","","2.3","","-6.8","","-2.3","","20.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-15","2009","02","15","","1.0","","-3.5","","-1.3","","19.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-16","2009","02","16","","0.1","","-5.4","","-2.7","","20.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-17","2009","02","17","","1.9","","-7.2","","-2.7","","20.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-18","2009","02","18","","6.6","","-4.8","","0.9","","17.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-19","2009","02","19","","6.2","","-2.0","","2.1","","15.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-20","2009","02","20","","7.0","","-3.4","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-21","2009","02","21","","5.6","","-5.2","","0.2","","17.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-22","2009","02","22","","1.5","","-4.3","","-1.4","","19.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-23","2009","02","23","","6.2","","0.0","","3.1","","14.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-24","2009","02","24","","8.7","","1.4","","5.1","","12.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-25","2009","02","25","","6.1","","-2.7","","1.7","","16.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-26","2009","02","26","","2.0","","-5.8","","-1.9","","19.9","","0.0","","","M","","M","","M","","","33","","33",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-27","2009","02","27","","3.0","","-4.7","","-0.9","","18.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-02-28","2009","02","28","","3.8","","-5.6","","-0.9","","18.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-03-01","2009","03","01","","3.9","","-1.1","","1.4","","16.6","","0.0","","","M","","M","3.2","","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-03-02","2009","03","02","","5.4","","0.1","","2.8","","15.2","","0.0","","","M","","M","2.8","","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-03-03","2009","03","03","","8.6","","1.8","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2009-03-04","2009","03","04","","7.2","","2.3","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","","<31",""
