"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-117.82","50.27","NAKUSP CS","1145297","2018-01-01","2018","01","01","","-7.9","","-10.9","","-9.4","","27.4","","0.0","","","M","","M","0.3","","40","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-02","2018","01","02","","-7.3","","-10.1","","-8.7","","26.7","","0.0","","","M","","M","0.6","","37","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-03","2018","01","03","","-4.3","","-8.3","","-6.3","","24.3","","0.0","","","M","","M","11.1","","34","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-04","2018","01","04","","-3.4","","-7.1","","-5.3","","23.3","","0.0","","","M","","M","0.3","","33","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-05","2018","01","05","","-2.0","","-5.7","","-3.9","","21.9","","0.0","","","M","","M","22.9","","31","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-06","2018","01","06","","1.3","","-2.2","","-0.5","","18.5","","0.0","","","M","","M","3.4","","39","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-07","2018","01","07","","1.5","","-0.1","","0.7","","17.3","","0.0","","","M","","M","4.0","","37","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-08","2018","01","08","","1.8","","0.2","","1.0","","17.0","","0.0","","","M","","M","6.3","","35","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-09","2018","01","09","","4.1","","0.0","","2.1","","15.9","","0.0","","","M","","M","15.6","","31","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-10","2018","01","10","","3.7","","-1.3","","1.2","","16.8","","0.0","","","M","","M","0.7","","35","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-11","2018","01","11","","-0.2","","-4.8","","-2.5","","20.5","","0.0","","","M","","M","0.4","","32","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-12","2018","01","12","","-2.1","","-4.7","","-3.4","","21.4","","0.0","","","M","","M","5.7","","31","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-13","2018","01","13","","1.6","","-3.9","","-1.2","","19.2","","0.0","","","M","","M","4.9","","43","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-14","2018","01","14","","1.9","","-1.9","","0.0","","18.0","","0.0","","","M","","M","0.0","","41","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-15","2018","01","15","","2.7","","-1.0","","0.9","","17.1","","0.0","","","M","","M","0.2","","38","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-16","2018","01","16","","0.4","","-2.2","","-0.9","","18.9","","0.0","","","M","","M","1.4","","37","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-17","2018","01","17","","0.8","","-2.4","","-0.8","","18.8","","0.0","","","M","","M","3.1","","36","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-18","2018","01","18","","8.5","","0.2","","4.4","","13.6","","0.0","","","M","","M","1.3","","39","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-19","2018","01","19","","4.1","","0.6","","2.4","","15.6","","0.0","","","M","","M","0.6","","36","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-20","2018","01","20","","4.4","","0.0","","2.2","","15.8","","0.0","","","M","","M","1.9","","35","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-21","2018","01","21","","3.2","","0.2","","1.7","","16.3","","0.0","","","M","","M","0.2","","33","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-22","2018","01","22","","3.2","","0.1","","1.7","","16.3","","0.0","","","M","","M","0.4","","31","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-23","2018","01","23","","2.7","","-2.4","","0.2","","17.8","","0.0","","","M","","M","4.3","","31","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-24","2018","01","24","","1.5","","-0.8","","0.4","","17.6","","0.0","","","M","","M","15.7","","42","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-25","2018","01","25","","5.0","","-0.7","","2.2","","15.8","","0.0","","","M","","M","12.6","","55","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-26","2018","01","26","","4.7","","-1.4","","1.7","","16.3","","0.0","","","M","","M","0.9","","49","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-27","2018","01","27","","0.9","","-2.8","","-1.0","","19.0","","0.0","","","M","","M","4.9","","48","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-28","2018","01","28","","0.5","","-2.6","","-1.1","","19.1","","0.0","","","M","","M","4.6","","55","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-29","2018","01","29","","2.6","","-0.8","","0.9","","17.1","","0.0","","","M","","M","11.9","","75","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-30","2018","01","30","","","M","-1.4","E","","M","","M","","M","","M","","M","","M","66","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-01-31","2018","01","31","","7.9","","-3.7","","2.1","","15.9","","0.0","","","M","","M","0.0","","60","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-02-01","2018","02","01","","1.0","","-2.3","","-0.7","","18.7","","0.0","","","M","","M","2.9","","58","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-02-02","2018","02","02","","1.7","","-0.3","","0.7","","17.3","","0.0","","","M","","M","11.5","","63","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-02-03","2018","02","03","","4.2","","1.0","","2.6","","15.4","","0.0","","","M","","M","5.4","","61","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-02-04","2018","02","04","","2.0","","-2.1","","-0.1","","18.1","","0.0","","","M","","M","26.0","","54","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-02-05","2018","02","05","","4.0","","-2.6","","0.7","","17.3","","0.0","","","M","","M","1.2","","76","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2018-02-06","2018","02","06","","0.7","","-2.9","","-1.1","","19.1","","0.0","","","M","","M","3.1","","68","","","","<31",""
