"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-117.82","50.27","NAKUSP CS","1145297","2011-01-01","2011","01","01","","-4.8","","-9.2","","-7.0","","25.0","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-02","2011","01","02","","-4.5","","-11.1","","-7.8","","25.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-03","2011","01","03","","-3.2","","-6.4","","-4.8","","22.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-04","2011","01","04","","-2.4","","-5.2","","-3.8","","21.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-05","2011","01","05","","-1.7","","-3.1","","-2.4","","20.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-06","2011","01","06","","1.1","","-2.1","","-0.5","","18.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-07","2011","01","07","","2.1","","-0.4","","0.9","","17.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-08","2011","01","08","","3.1","","-3.4","","-0.2","","18.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-09","2011","01","09","","-1.3","","-8.4","","-4.9","","22.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-10","2011","01","10","","-4.3","","-9.9","","-7.1","","25.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-11","2011","01","11","","-5.2","","-11.8","","-8.5","","26.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-12","2011","01","12","","-4.4","","-9.4","","-6.9","","24.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-13","2011","01","13","","1.0","","-5.3","","-2.2","","20.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-14","2011","01","14","","3.5","","-0.3","","1.6","","16.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-15","2011","01","15","","4.7","","0.3","","2.5","","15.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-16","2011","01","16","","3.4","","0.8","","2.1","","15.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-17","2011","01","17","","5.5","","1.0","","3.3","","14.7","","0.0","","","M","","M","","M","","","31","","35",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-18","2011","01","18","","3.7","","-6.3","","-1.3","","19.3","","0.0","","","M","","M","","M","","","29","","35",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-19","2011","01","19","","0.9","","-8.6","","-3.9","","21.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-20","2011","01","20","","-1.0","","-4.9","","-3.0","","21.0","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-21","2011","01","21","","-0.8","","-2.9","","-1.9","","19.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-22","2011","01","22","","1.8","","-1.5","","0.2","","17.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-23","2011","01","23","","7.9","","-2.2","","2.9","","15.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-24","2011","01","24","","1.3","","-1.2","","0.1","","17.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-25","2011","01","25","","6.3","","-0.4","","3.0","","15.0","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-26","2011","01","26","","3.8","","-0.3","","1.8","","16.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-27","2011","01","27","","3.9","","-0.7","","1.6","","16.4","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-28","2011","01","28","","3.9","","-1.3","","1.3","","16.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-29","2011","01","29","","2.5","","0.0","","1.3","","16.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-30","2011","01","30","","0.1","","-6.8","","-3.4","","21.4","","0.0","","","M","","M","","M","","","31","","41",""
"-117.82","50.27","NAKUSP CS","1145297","2011-01-31","2011","01","31","","-2.7","","-10.2","","-6.5","","24.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-01","2011","02","01","","-5.0","","-11.2","","-8.1","","26.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-02","2011","02","02","","-4.1","","-10.2","","-7.2","","25.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-03","2011","02","03","","-4.0","","-9.3","","-6.7","","24.7","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-04","2011","02","04","","2.1","","-4.6","","-1.3","","19.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-05","2011","02","05","","1.2","","-3.8","","-1.3","","19.3","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-06","2011","02","06","","-0.8","","-4.9","","-2.9","","20.9","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-07","2011","02","07","","2.9","","-3.0","","-0.1","","18.1","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-08","2011","02","08","","0.9","","-5.9","","-2.5","","20.5","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-09","2011","02","09","","1.9","","-8.3","","-3.2","","21.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-10","2011","02","10","","0.2","","-4.5","","-2.2","","20.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-11","2011","02","11","","0.2","","-4.1","","-2.0","","20.0","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-12","2011","02","12","","6.3","","0.1","","3.2","","14.8","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-13","2011","02","13","","9.8","","1.0","","5.4","","12.6","","0.0","","","M","","M","","M","","","34","","52",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-14","2011","02","14","","2.5","","-0.9","","0.8","","17.2","","0.0","","","M","","M","","M","","","","","<31",""
"-117.82","50.27","NAKUSP CS","1145297","2011-02-15","2011","02","15","","7.4","","0.7","","4.1","","13.9","","0.0","","","M","","M","","M","","","35","","32",""
